transaction_status,dollarsobligated,maj_fund_agency_cat,contractingofficeid,fundingrequestingofficeid,fundedbyforeignentity,signeddate,effectivedate,currentcompletiondate,ultimatecompletiondate,lastdatetoorder,descriptionofcontractrequirement,vendorname,vendoralternatename,streetaddress,streetaddress2,streetaddress3,city,state,zipcode,vendorcountrycode,vendor_state_code,congressionaldistrict,dunsnumber,parentdunsnumber,phoneno,faxno,registrationdate,renewaldate,mod_parent,statecode,placeofperformancecity,pop_state_code,placeofperformancecountrycode,placeofperformancezipcode,pop_cd,placeofperformancecongressionaldistrict,productorservicecode,fiscal_year,extentcompeted,reasonnotcompeted,numberofoffersreceived,solicitationprocedures,typeofsetaside,localareasetaside,numberofemployees,annualrevenue,issbacertifiedsmalldisadvantagedbusiness,educationalinstitutionflag,womenownedflag,veteranownedflag,minorityownedbusinessflag,tribalgovernmentflag,ishispanicservicinginstitution,iswomenownedsmallbusiness,isecondisadvwomenownedsmallbusiness,isjointventurewomenownedsmallbusiness,isjointventureecondisadvwomenownedsmallbusiness,walshhealyact,servicecontractact,davisbaconact,clingercohenact,last_modified_date
Active,2980.5,"2000: TREASURY, DEPARTMENT OF THE",MIN005: DENVER,MIN005: DENVER,,10/8/2014,10/8/2014,10/22/2014,10/22/2014,,PROXIMITY SWITCH,"COMPONENT SPECIALTIES, INC.",,3202 NOME ST,,,AURORA,CO,800101507,UNITED STATES,CO,6,54316450,54316450,3033410160,3033410301,02/27/2002,03/27/2015,COMPONENT SPECIALTIES  INC.,CO: COLORADO,AURORA,CO: COLORADO,USA: UNITED STATES,800101507,CO06,CO06,5930: SWITCHES,2015,G: NOT COMPETED UNDER SAP,SP2: SAP NON-COMPETITION,1,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,N,7,3500000,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,10/8/2014
Active,295.78,"2000: TREASURY, DEPARTMENT OF THE",MIN005: DENVER,MIN005: DENVER,,10/7/2014,10/7/2014,10/16/2014,10/16/2014,,GENERATED BY REORDER 10/2/14 4:22 PM. LABELS. RESTOCK SUPPLY-MAXIMO,"R.S. HUGHES COMPANY, INC.",,3870 PARIS ST UNIT 3,,,DENVER,CO,802393371,UNITED STATES,CO,1,115501033,9690538,3033719440,3033712670,08/30/2006,09/29/2015,R.S. HUGHES COMPANY  INC.,CO: COLORADO,DENVER,CO: COLORADO,USA: UNITED STATES,802393371,CO01,CO01,7510: OFFICE SUPPLIES,2015,G: NOT COMPETED UNDER SAP,SP2: SAP NON-COMPETITION,1,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,N,448,281000000,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,10/8/2014
Active,2848.3,"1200: AGRICULTURE, DEPARTMENT OF",82D7: WHITE RIVER NATIONAL FOREST,82D7: WHITE RIVER NATIONAL FOREST,,10/1/2014,10/1/2014,9/30/2016,9/30/2016,,IGF::OT::IGF ASPEN RANGER DISTRICT JANITORIAL SERVICES,US CLEANING PROFESSIONALS INC,,590 BRIAN AVE STE A,,,SILVERTHORNE,CO,804979990,UNITED STATES,CO,2,14920818,14920818,8778722532,8778516391,09/02/2004,09/28/2012,US CLEANING PROFESSIONALS INC,CO: COLORADO,ASPEN,CO: COLORADO,USA: UNITED STATES,816111166,CO03,CO03,S201: HOUSEKEEPING- CUSTODIAL JANITORIAL,2015,F: COMPETED UNDER SAP,,5,SP1: SIMPLIFIED ACQUISITION,SBA: SMALL BUSINESS SET ASIDE - TOTAL,N,64,2117159,N,N,N,N,N,N,N,N,N,N,N,N: No,Y,N,N,11/5/2014
Active,-716.72,"1400: INTERIOR, DEPARTMENT OF THE",00002: OFFICE OF ACQUISITION AND GRANTS - DENVER,00002: OFFICE OF ACQUISITION AND GRANTS - DENVER,,11/20/2014,11/20/2014,9/30/2014,9/30/2014,,BULK AND CYLINDER GASES AND TANK RENTALS,GENERAL AIR SERVICE & SUPPLY CO.,GENERAL AIR SERVICE,1105 ZUNI ST,,,DENVER,CO,802043338,UNITED STATES,CO,1,51227338,51227338,,,06/01/2001,02/06/2009,GENERAL AIR SERVICE & SUPPLY CO,CO: COLORADO,DENVER,CO: COLORADO,USA: UNITED STATES,802250046,CO07,CO07,6830: GASES: COMPRESSED AND LIQUEFIED,2015,A: FULL AND OPEN COMPETITION,,2,NP: NEGOTIATED PROPOSAL/QUOTE,NONE: NO SET ASIDE USED.,N,115,22000000,N,N,N,Y,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,11/20/2014
Active,6782.5,"3600: VETERANS AFFAIRS, DEPARTMENT OF",00259P: 259P-NETWORK CONTRACT OFFICE 19 PROSTHETICS,00554: 554-DENVER,,10/8/2014,10/8/2014,10/15/2014,10/24/2014,,CUSTOM WHEELCHAIR SEATING SYSTEM,CERTIFIED PROSTHETICS & ORTHOT,,1620 25TH AVE STE A,,,GREELEY,CO,806344956,UNITED STATES,CO,4,929250525,929250525,9703562123,9703524943,07/31/2009,11/08/2014,CERTIFIED PROSTHETICS & ORTHOT,CO: COLORADO,AURORA,CO: COLORADO,USA: UNITED STATES,800125689,CO06,CO06,"6515: MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",2015,B: NOT AVAILABLE FOR COMPETITION,OTH: AUTHORIZED BY STATUTE,1,SSS: ONLY ONE SOURCE,NONE: NO SET ASIDE USED.,N,2,400000,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,10/8/2014
Active,13469.4,"3600: VETERANS AFFAIRS, DEPARTMENT OF",0069DP: 69D-NETWORK CONTRACT OFFICE 12 PROSTHETICS,0069DP: 69D-NETWORK CONTRACT OFFICE 12 PROSTHETICS,,10/28/2014,10/28/2014,11/28/2014,1/28/2015,,URINARY SPHINCTER,BUFFALO SUPPLY INC,,1650 COAL CREEK DR STE A,,,LAFAYETTE,CO,800268867,UNITED STATES,CO,2,109070714,109070714,8003661812,8007679327,04/09/2002,09/17/2015,BUFFALO SUPPLY INC,IL: ILLINOIS,CHICAGO,IL: ILLINOIS,USA: UNITED STATES,606121277,IL05,IL05,"6515: MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",2015,C: NOT COMPETED,UNQ: UNIQUE SOURCE ,1,SSS: ONLY ONE SOURCE,NONE: NO SET ASIDE USED.,N,20,31200167,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,10/28/2014
Active,450000,"3600: VETERANS AFFAIRS, DEPARTMENT OF",00603: 603-LOUISVILLE,00603: 603-LOUISVILLE,,10/1/2014,10/1/2014,12/31/2014,12/31/2015,,IV HOME INFUSION SERVICES - OPTION YEAR THREE IGF::OT::IGF,"CORAM ALTERNATE SITE SERVICES, INC.",CORAM HEALTHCARE,1675 BWY STE 900,,,DENVER,CO,802024609,UNITED STATES,CO,1,968259598,829066369,5037803699,3032980047,03/03/2004,10/29/2011,"CORAM ALTERNATE SITE SERVICES, INC.",KY: KENTUCKY,LOUISVILLE,KY: KENTUCKY,USA: UNITED STATES,402061000,KY03,KY03,Q517: MEDICAL- PHARMACOLOGY,2015,A: FULL AND OPEN COMPETITION,,2,NP: NEGOTIATED PROPOSAL/QUOTE,NONE: NO SET ASIDE USED.,N,2200,719000000,N,N,N,N,N,N,N,N,N,N,N,N: No,Y,N,N,11/4/2014
Active,63,"2000: TREASURY, DEPARTMENT OF THE",MIN005: DENVER,MIN005: DENVER,,10/2/2014,10/2/2014,10/15/2014,10/15/2014,,"GENERATED BY REORDER 9/22/14 11:04 AM. WIRE, TERMINAL. RESTOCK SUPPLY-MAXIMO","COMPONENT SPECIALTIES, INC.",,3202 NOME ST,,,AURORA,CO,800101507,UNITED STATES,CO,6,54316450,54316450,3033410160,3033410301,02/27/2002,03/27/2015,COMPONENT SPECIALTIES  INC.,CO: COLORADO,AURORA,CO: COLORADO,USA: UNITED STATES,800101507,CO06,CO06,"5940: LUGS, TERMINALS, AND TERMINAL STRIPS",2015,G: NOT COMPETED UNDER SAP,SP2: SAP NON-COMPETITION,1,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,N,7,3500000,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,10/2/2014
Active,0,4700: GENERAL SERVICES ADMINISTRATION,"WD000: SAN DIEGO SERVICE CENTER, HAWAII FIELD OFFICE","WD000: SAN DIEGO SERVICE CENTER, HAWAII FIELD OFFICE",,10/27/2014,10/27/2014,2/14/2015,3/14/2015,,IGF::OT::IGF  THIS CONTRACT MODIFICATION (PS01) IS FOR GS-P-09-14-WD-5070 (CWP-1 REPLACEMENT) IS TO EXTEND THE DELIVERY DATE TO 02/14/2015.  THIS IS DUE TO A DELAYED DELIVERY OF NECESSARY PARTS.  ALL OTHER TERMS AND CONDITIONS WILL REMAIN UNCHANGED.,"ALEUT FACILITIES SUPPORT SERVICES, LLC",,5540 TECH CENTER DR,,,COLORADO SPRINGS,CO,809192331,UNITED STATES,CO,5,179288647,20256798,7192627171,7192132779,01/27/2005,02/23/2013,ALEUT CORPORATION  THE,HI: HAWAII,HONOLULU,HI: HAWAII,USA: UNITED STATES,968500001,HI01,HI01,Z2AA: REPAIR OR ALTERATION OF OFFICE BUILDINGS,2015,D: FULL AND OPEN COMPETITION AFTER EXCLUSION OF SO,,4,NP: NEGOTIATED PROPOSAL/QUOTE,8A: 8A COMPETED,N,129,20063110,Y,N,N,N,Y,N,N,N,N,N,N,N: No,Y,N,N,10/28/2014
Active,81.32,"2000: TREASURY, DEPARTMENT OF THE",MIN005: DENVER,MIN005: DENVER,,10/27/2014,10/27/2014,11/6/2014,11/6/2014,,GENERATED BY REORDER 10/23/14 2:34 PM. ANTI-SEIZE SPRAY. RESTOCK SUPPLY-MAXIMO,WHISLER BEARING COMPANY,WHISLER BEARING AND DRIVES,5775 STAPLETON DR N,,,DENVER,CO,802166417,UNITED STATES,CO,1,879835668,24366072,3033773444,3033773434,04/09/2002,06/12/2015,WHISLER BEARING COMPANY,CO: COLORADO,DENVER,CO: COLORADO,USA: UNITED STATES,802166417,CO01,CO01,"9150: OILS AND GREASES: CUTTING, LUBRICATING, AND HYDRAULIC",2015,G: NOT COMPETED UNDER SAP,SP2: SAP NON-COMPETITION,1,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,N,12,2750000,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,10/28/2014
Active,27550,"1200: AGRICULTURE, DEPARTMENT OF",6197: ANIMAL & PLANT HEALTH INSPECTION SERVICE,6197: ANIMAL & PLANT HEALTH INSPECTION SERVICE,,11/7/2014,11/7/2014,9/30/2015,9/30/2015,,IGF::OT::IGF ATTN; SARA MATCHIE//IAS-6197-15-5784//REQ #12069//COLORADO STATE UNIVERSITY,COLORADO STATE UNIVERSITY,DIAGNOSTIC LAB,300 W DRAKE,,,FORT COLLINS,CO,805262866,UNITED STATES,CO,2,113439512,948905492,9702975061,9702970320,07/08/2004,10/11/2014,COLORADO STATE UNIVERSITY SYSTEM,CO: COLORADO,FORT COLLINS,CO: COLORADO,USA: UNITED STATES,805232002,CO02,CO02,Q301: MEDICAL- LABORATORY TESTING,2015,F: COMPETED UNDER SAP,,1,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,N,62,5100000,N,Y,N,N,N,N,N,N,N,N,N,N: No,N,N,N,11/7/2014
Active,50286.5,"1400: INTERIOR, DEPARTMENT OF THE",UT952: SALT LAKE FIELD OFFICE,UT952: SALT LAKE FIELD OFFICE,,1/13/2015,1/13/2015,1/1/2015,1/15/2016,,IGF::OT::IGF ORPHAN WELL PLUGGING&ABANDONMENT,RACS. LLC,,22235 H75 RD,,,DELTA,CO,814168362,UNITED STATES,CO,3,124419297,124419297,9708747393,9708747379,12/11/2002,08/26/2015,RACS. LLC,UT: UTAH,MOAB,UT: UTAH,USA: UNITED STATES,845323087,UT03,UT03,F108: ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,2015,F: COMPETED UNDER SAP,,3,SP1: SIMPLIFIED ACQUISITION,SBA: SMALL BUSINESS SET ASIDE - TOTAL,N,10,2000000,Y,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X,Y,N,1/13/2015
Active,11525.17,"3600: VETERANS AFFAIRS, DEPARTMENT OF",0069DP: 69D-NETWORK CONTRACT OFFICE 12 PROSTHETICS,0069DP: 69D-NETWORK CONTRACT OFFICE 12 PROSTHETICS,,1/12/2015,1/12/2015,2/12/2015,3/12/2015,,IPP,BUFFALO SUPPLY INC,,1650 COAL CREEK DR STE A,,,LAFAYETTE,CO,800268867,UNITED STATES,CO,2,109070714,109070714,8003661812,8007679327,04/09/2002,09/17/2015,BUFFALO SUPPLY INC,WI: WISCONSIN,MILWAUKEE,WI: WISCONSIN,USA: UNITED STATES,532950014,WI04,WI04,"6515: MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",2015,C: NOT COMPETED,ONE: ONLY ONE SOURCE - OTHER ,1,SSS: ONLY ONE SOURCE,NONE: NO SET ASIDE USED.,N,20,31200167,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,1/13/2015
Active,0,"1400: INTERIOR, DEPARTMENT OF THE",12100: IMR SANTA FE MABO,12100: IMR SANTA FE MABO,,1/8/2015,1/8/2015,3/2/2015,3/2/2015,,IGF::OT::IGF MEVE PAINT ANIMAL RESISTANT WASTE CONTAINERS - AN EXTENSION OF THE PERFORMNACE PERIOD/DELIVERY DATE IS REQUESTED TO ENSURE THAT THE PARK CAN REMOVE THE OLD LIDS TO PREP AND DELIVER TO COLOR MESA INC. AND PROVIDE COLOR MESA ENOUGH TIMEE TO COMOPLETE THE JOB.  ALL OTHER TERMS AND CONDITINS REMAIN THE SAME.,MESA COLOR INC,,545 TURNER DR STE A,,,DURANGO,CO,813036827,UNITED STATES,CO,3,608514402,608514402,9702592270,9702594680,05/27/2009,08/28/2015,MESA COLOR INC,CO: COLORADO,MESA VERDE NATIONAL PARK,CO: COLORADO,USA: UNITED STATES,813300008,CO03,CO03,"J081: MAINT/REPAIR/REBUILD OF EQUIPMENT- CONTAINERS, PACKAGING, AND PACKING SUPPLIES",2015,F: COMPETED UNDER SAP,,1,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,N,7,790000,N,N,Y,N,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,1/13/2015
Active,0,9700: DEPT OF DEFENSE,HT0014: CONTRACTING OPERATIONS DIVISION,HT0014: CONTRACTING OPERATIONS DIVISION,,10/14/2014,10/1/2014,9/30/2015,9/30/2015,,IGF::OT::IGF:: PREVENTIVE MAINTENANCE SERVICE 1T04443 PENTAGON ECN #145833,"TERUMO BCT, INC.",,10811 W COLLINS AVE,,,LAKEWOOD,CO,802154440,UNITED STATES,CO,7,801679200,690543319,3035425389,3038769136,04/19/2002,04/14/2015,INDAP SWEDEN AB,MD: MARYLAND,BETHESDA,MD: MARYLAND,USA: UNITED STATES,208895600,MD08,MD08,"J065: MAINT/REPAIR/REBUILD OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",2015,C: NOT COMPETED,ONE: ONLY ONE SOURCE - OTHER ,1,SSS: ONLY ONE SOURCE,NONE: NO SET ASIDE USED.,N,2747,500000000,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,10/14/2014
Active,-200,"6900: TRANSPORTATION, DEPARTMENT OF",00063: NBC ACQUISITION SERVICES DIVISION,00061: OFFICE OF ACQUISITION AND GRANTS MANAGEMENT,,11/4/2014,11/4/2014,6/5/2015,6/5/2015,,IGF::OT::IGF FEDERAL HIGHWAY ADMINISTRATION (FHWA) - NEBRASKA DEPARTMENT OF ROADS (NDOR) JOINT PROJECT DELIVERY ACTION PLAN COLLABORATION THE PURPOSE OF MODIFICATION 0002 IS TO INCREMENTALLY FUND THE CONTRACT.,HUGHES COLLABORATION,,40 SOUTH BELLAIRE ST,,,DENVER,CO,802461011,UNITED STATES,CO,1,78495290,78495290,3039418010,,05/08/2014,05/12/2015,HUGHES COLLABORATION,CO: COLORADO,DENVER,CO: COLORADO,USA: UNITED STATES,802461011,CO01,CO01,R499: SUPPORT- PROFESSIONAL: OTHER,2015,D: FULL AND OPEN COMPETITION AFTER EXCLUSION OF SO,,4,NP: NEGOTIATED PROPOSAL/QUOTE,SBA: SMALL BUSINESS SET ASIDE - TOTAL,N,1,150000,N,N,N,N,N,N,N,N,N,N,N,N: No,N,N,N,11/13/2014
Active,-7878.84,"3600: VETERANS AFFAIRS, DEPARTMENT OF",0010B: TECHNOLOGY ACQUISITION CENTER - NJ,0010B: TECHNOLOGY ACQUISITION CENTER - NJ,,12/19/2014,12/18/2014,4/14/2014,4/14/2014,,PROVIDE SOFTWARE LICENSE RENEWALS AND MAINTENANCE FOR CURRENT BULL BRAND NAME HARDWARE AND SOFTWARE AT THE HINES INFORMATION TECHNOLOGY CENTER (HITC) AND THE PHILADELPHIA INFORMATION TECHNOLOGY CENTER (PITC). IGF::CL::IGF,MERLIN INTERNATIONAL INCORPORATED,,4 B INVERNESS COURT ESTE 100,,,ENGLEWOOD,CO,801125324,UNITED STATES,CO,6,73521101,73521101,,,04/02/2002,02/23/2008,MERLIN INTERNATIONAL  INC.,IL: ILLINOIS,HINES,IL: ILLINOIS,USA: UNITED STATES,601410141,IL07,IL07,D301: IT AND TELECOM- FACILITY OPERATION AND MAINTENANCE,2015,D: FULL AND OPEN COMPETITION AFTER EXCLUSION OF SO,,1,MAFO: SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,SBA: SMALL BUSINESS SET ASIDE - TOTAL,N,145,80,Y,N,N,Y,Y,N,N,N,N,N,N,X: Not Applicable,X,X,N,12/19/2014
Active,232.4,4700: GENERAL SERVICES ADMINISTRATION,BP000: GSA/FAS ASSISTED AND EXPANDED ACQUISITION (R08),BP000: GSA/FAS ASSISTED AND EXPANDED ACQUISITION (R08),,12/9/2014,12/9/2014,9/30/2015,12/31/2018,,IGF::OT::IGF FOR OTHER FUNCTIONS. TELECOMMUNICATION SERVICES. TELECOMMUNICATIONS SERVICES THROUGH 9/30/2015 AND INSTALLATION IS REQUIRED WITHIN FIVE DAYS OF THE AWARD DATE. TOPS ORDER.,"QWEST GOVERNMENT SERVICES, INC",CENTURYLINK QGS,1801 CALIFORNIA ST STE 740A,,,DENVER,CO,802022028,UNITED STATES,CO,1,362286288,50911668,7033638844,7033633378,07/13/2001,05/05/2015,QWEST GOVERNMENT SERVICES  INC,MT: MONTANA,BILLINGS,MT: MONTANA,USA: UNITED STATES,591013500,MT00,MT00,R499: SUPPORT- PROFESSIONAL: OTHER,2015,A: FULL AND OPEN COMPETITION,,3,MAFO: SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NONE: NO SET ASIDE USED.,N,30000,12999999488,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,12/9/2014
Active,-1640.44,"1400: INTERIOR, DEPARTMENT OF THE",00010: BOISE REGIONAL OFFICE,00014: SNAKE RIVER EAST AREA OFFICE,,1/2/2015,1/2/2015,9/30/2014,9/30/2014,,MODIFICATION TO DEOBLIGATE AND CLOSE-OUT PURCHASE ORDER,QWEST COMMUNICATIONS INTERNATIONAL INC,,1801 CALIFORNIA ST #5100,,,DENVER,CO,802022651,UNITED STATES,CO,1,102562451,50911668,6026307502,6026306657,09/24/2001,02/16/2011,QWEST COMMUNICATIONS INTERNATIONAL INC,WY: WYOMING,MORAN,WY: WYOMING,USA: UNITED STATES,830130003,WY00,WY00,S113: TELEPHONE AND-OR COMMUNICATIONS SER,2015,B: NOT AVAILABLE FOR COMPETITION,UT: UTILITIES FAR 41.2,1,SSS: ONLY ONE SOURCE,NONE: NO SET ASIDE USED.,N,30000,12999999488,N,N,N,N,N,N,N,N,N,N,N,N: No,N,N,N,1/2/2015
Active,31280,"3600: VETERANS AFFAIRS, DEPARTMENT OF",00255: 255-NETWORK CONTRACT OFFICE 15,00255: 255-NETWORK CONTRACT OFFICE 15,,1/1/2015,1/1/2015,2/28/2015,2/28/2015,,"IGF::OT::IGFOTHER FUNCTIONS - COURIER SERVICES, VAMC, POPLAR BLUFF, MO","MEDICAL LOGISTIC SOLUTIONS, INC.",,3280 DENARGO STE A,,,DENVER,CO,802165018,UNITED STATES,CO,1,928959402,71903819,3039178401,3032929409,06/26/2001,09/09/2009,NETWORK GLOBAL LOGISTICS  LLC,MO: MISSOURI,POPLAR BLUFF,MO: MISSOURI,USA: UNITED STATES,639014823,MO08,MO08,R602: SUPPORT- ADMINISTRATIVE: COURIER/MESSENGER,2015,B: NOT AVAILABLE FOR COMPETITION,OTH: AUTHORIZED BY STATUTE,1,NP: NEGOTIATED PROPOSAL/QUOTE,SDVOSBS: SDVOSB SOLE SOURCE,N,100,2400000,N,N,N,Y,N,N,N,N,N,N,N,N: No,Y,N,N,1/2/2015
Active,-94912.7,9700: DEPT OF DEFENSE,N00104: NAVSUP WEAPON SYSTEMS SUPPORT MECH,N00104: NAVSUP WEAPON SYSTEMS SUPPORT MECH,,10/2/2014,10/2/2014,10/17/2014,10/17/2014,,VALVE FUEL,"WOODWARD, INC.",INDUSTRIAL PRODUCTS GROUP,1000 E DRAKE RD,,,FORT COLLINS,CO,805251800,UNITED STATES,CO,2,7070055,5069380,9704983493,9704983493,06/20/2001,12/20/2014,WOODWARD GOVERNOR COMPANY,CO: COLORADO,FORT COLLINS,CO: COLORADO,USA: UNITED STATES,805251800,CO02,CO02,"4810: VALVES, POWERED",2015,G: NOT COMPETED UNDER SAP,SP2: SAP NON-COMPETITION,1,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,N,1500,350,N,N,N,N,N,N,N,N,N,N,N,Y: Yes,N,N,N,11/6/2014
Active,14089.9,"3600: VETERANS AFFAIRS, DEPARTMENT OF",00786: NATIONAL CEMETERY ADMINISTRATION,00786: NATIONAL CEMETERY ADMINISTRATION,,12/3/2014,12/1/2014,9/30/2015,9/30/2015,,IGF::CL::IGF STORM DRAINAGE FT LOGAN NC,"DENVER, CITY & COUNTY OF",WASTE WATER MANAGEMENT DIVISION,2000 W 3RD AVE,,,DENVER,CO,802231027,UNITED STATES,CO,1,927742627,73132409,3034463491,3034463417,07/06/2004,03/18/2015,CITY & COUNTY OF DENVER,CO: COLORADO,DENVER,CO: COLORADO,USA: UNITED STATES,802363000,CO01,CO01,4610: WATER PURIFICATION EQUIPMENT,2015,C: NOT COMPETED,ONE: ONLY ONE SOURCE - OTHER ,1,SSS: ONLY ONE SOURCE,NONE: NO SET ASIDE USED.,N,0,0,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,12/3/2014
Active,-168,"7500: HEALTH AND HUMAN SERVICES, DEPARTMENT OF","00263: NIH, OD, OM OALM OALMMP OFC ACQUISITION MGMT&POLICY","00263: NIH, OD, OM OALM OALMMP OFC ACQUISITION MGMT&POLICY",,12/2/2014,12/2/2014,4/26/2019,4/26/2019,,SR-BIO.0120-10; REYERO; E-341-2008/0-PCT-02; NABEL; PATENT LEGAL SVCS,SHERIDAN ROSS P.C.,,1560 BROADWAY STE 1200,,,DENVER,CO,802025145,UNITED STATES,CO,1,136136652,136136652,3038639700,3038630223,03/26/2007,04/15/2010,SHERIDAN ROSS P.C.,CO: COLORADO,DENVER,CO: COLORADO,USA: UNITED STATES,802025145,CO01,CO01,R418: SUPPORT- PROFESSIONAL: LEGAL,2015,A: FULL AND OPEN COMPETITION,,1,MAFO: SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NONE: NO SET ASIDE USED.,N,53,11000000,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,12/3/2014
Active,-4483.2,"8900: ENERGY, DEPARTMENT OF",00065: WESTERN-CORPORATE SERVICES OFFICE,00065: WESTERN-CORPORATE SERVICES OFFICE,,12/1/2014,12/3/2014,3/31/2015,3/31/2015,,"IGF::OT::IGF ARCHAEOLOGICAL SUPPORT SERVICES FOR WESTERN AREA POWER ADMINISTRATION, LOVELAND, CO","RTL NETWORKS, INC.",,2460 W 26TH AVE STE 250C,,,DENVER,CO,802115301,UNITED STATES,CO,1,121316033,121316033,3037573100,3037574133,10/10/2002,09/14/2013,RTL NETWORKS  INC.,CO: COLORADO,DENVER,CO: COLORADO,USA: UNITED STATES,802115301,CO01,CO01,R499: SUPPORT- PROFESSIONAL: OTHER,2015,G: NOT COMPETED UNDER SAP,OTH: AUTHORIZED BY STATUTE,1,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,N,80,13500000,Y,N,N,Y,Y,N,N,N,N,N,N,X: Not Applicable,Y,X,N,12/3/2014
Active,11264.77,"3600: VETERANS AFFAIRS, DEPARTMENT OF",00244: 244-NETWORK CONTRACT OFFICE 4,00642: 642-PHILADELPHIA,,12/22/2014,12/22/2014,12/22/2014,12/22/2014,,PENILE IMPLANT,BUFFALO SUPPLY INC,,1650 COAL CREEK DR STE A,,,LAFAYETTE,CO,800268867,UNITED STATES,CO,2,109070714,109070714,3036666333,3036668518,04/09/2002,04/22/2011,BUFFALO SUPPLY INC,PA: PENNSYLVANIA,PHILADELPHIA,PA: PENNSYLVANIA,USA: UNITED STATES,191042840,PA02,PA02,"6515: MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",2015,A: FULL AND OPEN COMPETITION,,1,MAFO: SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NONE: NO SET ASIDE USED.,N,15,65000000,N,N,Y,N,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,1/8/2015
Active,26250,"1200: AGRICULTURE, DEPARTMENT OF",82AT: ARAPAHOE-ROOSEVELT,82AT: ARAPAHOE-ROOSEVELT,,1/7/2015,1/7/2015,2/13/2015,2/13/2015,,IGF::OT::IGF  BPA CALL FOR ARAPAHO AND ROOSEVELT NATIONAL FOREST REGION TWO INCLUSION TRAINING.,CI INTERNATIONAL LIMITED LIABILITY COMPANY,,7852 S ELATI ST STE 105,,,LITTLETON,CO,801208079,UNITED STATES,CO,6,825487234,825487234,3036796335,3035839590,07/09/2001,04/20/2008,CI INTERNATIONAL  INC.,CO: COLORADO,FORT COLLINS,CO: COLORADO,USA: UNITED STATES,805268119,CO02,CO02,R499: SUPPORT- PROFESSIONAL: OTHER,2015,A: FULL AND OPEN COMPETITION,,1,MAFO: SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,N,12,2500000,N,N,Y,N,N,N,N,N,N,N,N,X: Not Applicable,X,X,N,1/8/2015
Active,-25959.64,"7000: HOMELAND SECURITY, DEPARTMENT OF",FPSD1: FPS EAST CCG DIVISION 1,SCNP: DIRECTORATE FOR NATIONAL PROTECTION AND PROGRAMS,,12/23/2014,12/23/2014,9/30/2013,1/22/2015,,"IGF::CL,CT::IGF RI FY13 PRODUCTIVE ORDER",C & D SECURITY MGMT INC,,306 DELAWARE DR STE 2,,,COLORADO SPRINGS,CO,809096647,UNITED STATES,CO,5,28527591,28527591,7195970750,7195970759,08/14/2001,01/25/2012,C & D SECURITY MGMT INC,RI: RHODE ISLAND,PROVIDENCE,RI: RHODE ISLAND,USA: UNITED STATES,29010336,RI02,RI02,S206: HOUSEKEEPING- GUARD,2015,A: FULL AND OPEN COMPETITION,,17,NP: NEGOTIATED PROPOSAL/QUOTE,NONE: NO SET ASIDE USED.,N,673,35008428,N,N,Y,N,N,N,N,N,N,N,N,X: Not Applicable,Y,X,N,1/8/2015
